X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
6425067.258,2234057.48,port984,Duqm,Oman,OMN,Asia & Pacific,"Duqm, Oman",19.67066724,57.71736119,341,62,111,49,1,116,Mineral Products,Chemical & Allied Industries,Vegetable Products,7.5,6.83,OM DQM,ba93a51142b9432b9598845ca6d1b88f,Oman,1355
5028061.546,-1428313.184,port982,Port de Longoni,Mayotte,MYT,Africa,"Port de Longoni, Mayotte",-12.72484002,45.16784536,149,70,17,41,0,20,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,100,100,,28b6fc8373a946d0a3649e84133d1846,Mayotte,1356
970821.0961,7142326.319,port268,Cuxhaven,Germany,DEU,Europe,"Cuxhaven, Germany",53.85279364,8.721034288,1032,63,20,431,219,299,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.45,2.08,DE CUX,1b462d8283b04ce4b36b1f31a47d985b,Germany,1357
799685.8338,7047220.32,port323,Emden,Germany,DEU,Europe,"Emden, Germany",53.34580452,7.18370007,744,22,28,283,305,105,Mineral Products,Vehicles & Equipment,Machinery & Electrical Equipment,1.28,1.35,DE EME,656d635f81f94f0c8b18d78b5e3b29f9,Germany,1358
1109220.172,7079095.191,port446,Hamburg,Germany,DEU,Europe,"Hamburg, Germany",53.51640056,9.964294338,6992,3602,420,1502,79,1387,Mineral Products,Wood & Wood Products,Vegetable Products,35.88,32.74,DE HAM,cbe5af4b3241410f81d0db894ecc04d6,Germany,1359
1005931.311,7259976.794,port485,Husum,Germany,DEU,Europe,"Husum, Germany",54.47157026,9.036434712,159,2,0,150,0,5,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.12,0.04,DE HUS,b9a16f817de748edb5dbdaf03cfd28c0,Germany,1360
1130891.354,7231984.066,port564,Kiel,Germany,DEU,Europe,"Kiel, Germany",54.3251823,10.15896988,266,56,5,129,0,74,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.52,0.22,DE KEL,f6611b6b460d4f31a99c3b2e3fa26a6f,Germany,1361
1208490.548,7159223.681,port667,Lubeck-Travemunde,Germany,DEU,Europe,"Lubeck-Travemunde, Germany",53.94223397,10.8560553,1275,100,18,841,211,105,Prepared Foodstuffs & Beverages,Vehicles & Equipment,Animal & Animal Products,1.86,1.53,,e3b0470eb0d14587aa472b6f0b3540d8,Germany,1362
1348099.168,7196604.619,port1111,Rostock,Germany,DEU,Europe,"Rostock, Germany",54.13941739,12.11018087,2226,220,204,1341,62,397,Mineral Products,Chemical & Allied Industries,Metals,5.81,7.19,DE RSK,776d715f33fe4bbb9332f595e885a025,Germany,1363
1512810.474,7262636.418,port1168,Sassnitz,Germany,DEU,Europe,"Sassnitz, Germany",54.4854516,13.58980771,206,7,25,168,0,4,Mineral Products,Wood & Wood Products,Vegetable Products,0.34,0.87,DE SAS,ee8d61eb70b1440e8899872c7f16cd7c,Germany,1364
904408.934,7091070.082,port1396,Wilhelmshaven,Germany,DEU,Europe,"Wilhelmshaven, Germany",53.58031398,8.124443685,933,443,54,128,6,299,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,16.96,5.08,DE WVN,d23c05b8c470403fa70372fcf1e511f2,Germany,1365
1275035.252,7152166.355,port1401,Wismar,Germany,DEU,Europe,"Wismar, Germany",53.90490174,11.45383655,685,41,9,604,1,28,Wood & Wood Products,Mineral Products,Vegetable Products,0.87,1.22,DE WIS,2578408386ba4760bfeebede593c46a5,Germany,1366
-6860593.681,1146840.133,port172,Brighton,Trinidad and Tobago,TTO,North America,"Brighton, Trinidad and Tobago",10.24717124,-61.62976162,45,0,0,12,0,32,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.53,2.8,,501e6173eb594bc58f5a859254c9ab4e,Trinidad and Tobago,1367
-6861775.241,1195933.938,port225,Chaguaramas,Trinidad and Tobago,TTO,North America,"Chaguaramas, Trinidad and Tobago",10.68085281,-61.64037575,56,1,5,31,1,16,Mineral Products,Metals,Chemical & Allied Industries,2.43,0.34,TT CHA,a299894411d047a7a78a128edf5c9309,Trinidad and Tobago,1368
-6790722.383,1134501.844,port372,Galeota Point Terminal,Trinidad and Tobago,TTO,North America,"Galeota Point Terminal, Trinidad and Tobago",10.13808371,-61.00209707,0,0,0,0,0,0,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0,0,,f73ee0e4796e4968b103d003e3f6208c,Trinidad and Tobago,1369
-6867262.217,1139440.859,port916,Point Fortin,Trinidad and Tobago,TTO,North America,"Point Fortin, Trinidad and Tobago",10.18175591,-61.6896661,146,0,0,0,0,146,Mineral Products,Chemical & Allied Industries,Stone & Glass,1.68,20.82,TT PTF,f6b8e9890c3f4e0fbc1ef3d1de56e6bd,Trinidad and Tobago,1370
-6844052.075,1163801.724,port917,Point Lisas,Trinidad and Tobago,TTO,North America,"Point Lisas, Trinidad and Tobago",10.39707382,-61.48116584,1220,346,143,216,0,514,Chemical & Allied Industries,Mineral Products,Metals,34.1,61.35,,89b54484e06844a2855eb0e300a1bf81,Trinidad and Tobago,1371
-6841083.018,1155543.311,port921,Pointe A Pierre,Trinidad and Tobago,TTO,North America,"Pointe A Pierre, Trinidad and Tobago",10.32409682,-61.45449435,549,0,19,73,0,456,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,23.33,11.22,TT PTP,17c946d77b4047b586ae3c2ff313695e,Trinidad and Tobago,1372
-6848395.589,1192748.771,port989,Port of Spain,Trinidad and Tobago,TTO,North America,"Port of Spain, Trinidad and Tobago",10.65273439,-61.52018429,772,398,6,148,92,128,Mineral Products,Vegetable Products,Chemical & Allied Industries,37.92,3.48,,4eb7ba20e4df4df2b5972e5bc4cc4163,Trinidad and Tobago,1373
-1118103.876,654104.1115,port181,Buchanan,Liberia,LBR,Africa,"Buchanan, Liberia",5.865644367,-10.04409801,110,0,89,11,0,8,Mineral Products,"Plastics, Rubber, Leather",Prepared Foodstuffs & Beverages,3.09,93.65,LR UCN,2a2a020c4c2c47ce9ed89c4dd0cb2524,Liberia,1374
-1201585.782,707432.2165,port762,Monrovia,Liberia,LBR,Africa,"Monrovia, Liberia",6.341981659,-10.79402873,237,117,49,23,0,45,Mineral Products,Vegetable Products,Machinery & Electrical Equipment,96.91,6.35,LR MLW,fd600df9969f4f51a49c572692a095b7,Liberia,1375
-6495756.305,-4112326.026,port184,Buenos Aires,Argentina,ARG,South America,"Buenos Aires, Argentina",-34.61975015,-58.35237171,1277,484,26,77,0,689,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,18.29,3.58,AR BUE,38d515cd580e45fcb7813f5818beac4c,Argentina,1376
-6562064.813,-4050229.065,port210,Campana,Argentina,ARG,South America,"Campana, Argentina",-34.15942511,-58.94803117,779,3,70,72,24,609,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,14.38,1.84,AR CMP,1b7dc87c099843d68e9b88b2610c958d,Argentina,1377
-7508474.059,-5753776.446,port257,Comodoro Rivadavia,Argentina,ARG,South America,"Comodoro Rivadavia, Argentina",-45.83393149,-67.44977008,253,0,0,1,0,252,Chemical & Allied Industries,Mineral Products,Stone & Glass,3.89,8.7,AR CRD,106395c2f7484a20a8b0a8994769553f,Argentina,1378
3207096.396,5674590.243,port2001,Izmail,Ukraine,UKR,Europe,"Izmail, Ukraine",45.33610368,28.8098371,455,11,29,357,0,56,,,,1.28,1.82,,c0798af2e46a462a997daed4365facce,Ukraine,1379
3149241.989,5688528.604,port2002,Reni,Ukraine,UKR,Europe,"Reni, Ukraine",45.42405153,28.29012212,502,17,32,363,0,89,,,,1.32,2.41,,bb2b3541b36142d3b9988dac872c6898,Ukraine,1380
3557147.281,5911123.801,port2003,Olvia,Ukraine,UKR,Europe,"Olvia, Ukraine",46.81004678,31.95439771,610,7,309,229,0,63,,,,29.67,8.96,,0326e36f0a544523a85ac28bead67361,Ukraine,1381
3628902.671,5879927.472,port2004,Kherson,Ukraine,UKR,Europe,"Kherson, Ukraine",46.61790214,32.59898734,719,21,52,635,0,10,,,,2.62,1.92,,09786deec37c4b2ca6f789afd1763f3c,Ukraine,1382
3139943.822,5695933.741,port2005,Giurgiulesti Port,Moldova,MDA,Europe,"Giurgiulesti Port, Moldova",45.4707206,28.20659526,216,3,3,166,0,43,,,,100,100,,3f68814a54254d018855ca9272b899f4,Moldova,1383
3204740.147,5651800.414,port2006,Tulcea,Romania,ROU,Europe,"Tulcea, Romania",45.19201039,28.78867056,33,2,0,28,0,2,,,,0.18,0.16,,7c1d283d4aec400e89de5f43eed2e5b3,Romania,1384
3125123.478,5690731.748,port2007,Galati,Romania,ROU,Europe,"Galati, Romania",45.43794034,28.07346185,89,2,2,72,0,12,,,,0.24,0.58,,0542562f37434a0b8112f8bbdb4e2616,Romania,1385
3119216.051,5683973.619,port2008,Romportmet,Romania,ROU,Europe,"Romportmet, Romania",45.39532567,28.02039453,283,13,12,256,0,0,,,,3.67,1.37,,b2c1f0f162e5467e851cbbe5e8fa4b59,Romania,1386
3115512.194,5666099.528,port2009,Braila,Romania,ROU,Europe,"Braila, Romania",45.28246217,27.98712222,154,3,3,143,0,4,,,,0.85,1.29,,34b00dd3a91c419f85a9e200c9f6b424,Romania,1387
4383946.695,5961592.472,port2010,Azov,Russian Federation,RUS,Europe,"Azov, Russian Federation",47.11944559,39.38166321,2052,18,5,1788,0,240,,,,0.71,0.8,,e7c2137414604cb8ab2bb3e20a083690,Russian Federation,1388
18989995.4,-5755963.689,port2011,Otago,New Zealand,NZL,Asia & Pacific,"Otago, New Zealand",-45.84761959,170.5900311,326,156,79,5,0,84,,,,1.34,5.45,,54909c8ebf0c44a2b5fb05513cdbe94f,New Zealand,1389
5641556.757,3030653.891,port2012,Khalifa Bin Salman,Bahrain,BHR,Asia & Pacific,"Khalifa Bin Salman, Bahrain",26.25464288,50.67896661,2,0,2,0,0,0,,,,0,0,,f0aee4d136894260b335cb3c8b397c18,Bahrain,1390
-9242246.049,1117563.482,port2013,Puerto Limon,Costa Rica,CRI,North America,"Puerto Limon, Costa Rica",9.988264736,-83.02450886,37,12,2,4,18,0,,,,1.33,0.6,,d27c5282c6e54108ba3ff7397cabaed6,Costa Rica,1391
-515260.2386,7042072.516,port2014,Holyhead,United Kingdom,GBR,Europe,"Holyhead, United Kingdom",53.31818895,-4.628661476,63,0,0,5,0,57,,,,0.03,0,,75e9df7c678d49d595a58f5acd10077b,United Kingdom,1392
1392317.119,4581024.607,port2015,Trapani,Italy,ITA,Europe,"Trapani, Italy",38.01131671,12.50739749,62,26,0,29,1,5,,,,0.03,0.07,,387076a394724ea7988f1c5e2d9da937,Italy,1393
3889750.524,3443508.456,port2016,Eilat,Israel,ISR,Asia & Pacific,"Eilat, Israel",29.53180391,34.94222347,107,0,42,26,37,0,,,,0.98,15.59,,93421dd6eaa14d3596f0ec4cedd60443,Israel,1394
14581222.62,4023010.917,port2017,Moji,Japan,JPN,Asia & Pacific,"Moji, Japan",33.95686052,130.9853514,2046,1133,141,416,46,308,,,,0.24,0.64,,120bff8037e24e7da7d4db5490ae024e,Japan,1395
1635336.817,7379886.053,port2018,Ronne,Denmark,DNK,Europe,"Ronne, Denmark",55.09274079,14.69048058,192,5,5,162,0,19,,,,0.58,1.34,,d7797362774a4cb9821c01d4b959426c,Denmark,1396
12644205.81,2618666.667,port2019,Dongguan,China,CHN,Asia & Pacific,"Dongguan, China",22.88954698,113.5848333,2594,375,293,350,374,1201,,,,0.7,0.14,,55e1a75454bd4da0baf4edccdbcd1e57,China,1397
13252625.38,3789054.436,port2020,Nanjing,China,CHN,Asia & Pacific,"Nanjing, China",32.19591012,119.0503593,1086,293,334,168,0,289,,,,0.27,0.26,,3b47e226f007461b9436b62dc779a81d,China,1398
13499784.65,3592277.322,port2021,Jiaxing,China,CHN,Asia & Pacific,"Jiaxing, China",30.68785611,121.2706288,602,0,16,0,0,585,,,,0.13,0.12,,e4a7b6b36a8440949e9a6e95e2943bca,China,1399
-705665.1456,6846246.202,port2022,Rosslare,Ireland,IRL,Europe,"Rosslare, Ireland",52.25434835,-6.339097858,119,0,0,108,0,10,,,,0.91,1.2,,a5ccec35d0654cb49958bc88ec4f4bac,Ireland,1400
-1053099.972,6742594.546,port2023,Bantry Bay,Ireland,IRL,Europe,"Bantry Bay, Ireland",51.68068882,-9.460158006,0,0,0,0,0,0,,,,0,0,,b4cd08fb8465464293cd7a3923499d1f,Ireland,1401
-644768.155,7331814.925,port2024,Larne,United Kingdom,GBR,Europe,"Larne, United Kingdom",54.84486151,-5.792050884,66,0,0,17,0,47,,,,0.02,0.03,,01dd4ebc3be242ab8c78180e48f032b5,United Kingdom,1402
6088413.08,2851971.771,port2025,Khalifa Port,United Arab Emirates,ARE,Asia & Pacific,"Khalifa Port, United Arab Emirates",24.80630113,54.69314525,1944,1480,168,86,167,41,,,,13.52,4.96,,b4c1e3755eb54d3f89d2f6470a7aa0e1,United Arab Emirates,1403
5746191.212,2878190.123,port2026,Hamad Port,Qatar,QAT,Asia & Pacific,"Hamad Port, Qatar",25.01990842,51.61891391,1240,852,76,155,156,0,,,,26.64,3.17,,b8e1fe6988ef468daec10c7001eff074,Qatar,1404
13589302.94,3582860.916,port2027,Yangshan,China,CHN,Asia & Pacific,"Yangshan, China",30.61508551,122.0747853,4411,4162,8,9,0,230,,,,1.31,6.42,,425db3fb04ed436dbadbd57ed0c7ee77,China,1405
12676375.49,2569128.536,port2028,Mawan,China,CHN,Asia & Pacific,"Mawan, China",22.47896361,113.8738185,4109,3825,123,74,1,84,,,,0.53,2.13,,e4aa2c7a731f4a23819c7ac7f50ae0be,China,1406
12674432.81,2577319.971,port2029,Dachan Bay,China,CHN,Asia & Pacific,"Dachan Bay, China",22.54694082,113.8563671,493,450,10,31,0,0,,,,0.11,0.21,,c4bb7a78cb2449098cf65ac43da50a60,China,1407
12676125.47,2573743.112,port2030,Qianhai Bay,China,CHN,Asia & Pacific,"Qianhai Bay, China",22.51726211,113.8715725,37,0,0,0,0,36,,,,0.02,0,,e0109648e62c47c3a1e06281da5b751d,China,1408
4352056.499,2573835.116,port2031,King Abdullah Port,Saudi Arabia,SAU,Asia & Pacific,"King Abdullah Port, Saudi Arabia",22.51802559,39.0951887,935,825,75,28,0,5,,,,8.45,2.02,,202f58de3a2843de9ac457ea6f5b3858,Saudi Arabia,1409
-8933160.49,-299937.747,port2032,Posorja,Ecuador,ECU,South America,"Posorja, Ecuador",-2.693394095,-80.24794603,175,168,0,1,0,4,,,,16.23,17.2,,b6906e9312f84524a4c02efa4f06be46,Ecuador,1410
14222283.06,4130027.856,port2033,Port of Yeosu,Korea,KOR,Asia & Pacific,"Port of Yeosu, Korea",34.75050949,127.7609425,299,8,25,16,0,249,,,,0.07,0.3,,7808bcddaabc4567a940ce9bea08b1b6,Korea,1411
3311629.001,4977125.069,port2034,Yarimca,Türkiye,TUR,Europe,"Yarimca, Türkiye",40.76081079,29.74886947,2897,1137,78,612,60,1008,,,,8.25,5.13,,fd10c89f688c4eaca58e076fe50adf85,Turkiye,1412
-5410608.975,-3021751.016,port2035,Itapoa,Brazil,BRA,South America,"Itapoa, Brazil",-26.18289543,-48.60432738,677,553,103,16,0,3,,,,1.19,0.88,,f87a0e1c958040d0a77c1b7cf869cfa6,Brazil,1413
11230954.34,1473428.775,port2036,Siam Seaport,Thailand,THA,Asia & Pacific,"Siam Seaport, Thailand",13.11985529,100.8893794,4156,782,207,375,14,2777,,,,12.84,17.75,,4c3c83b2706240c2bb6b370714fed5d2,Thailand,1414
3287076.042,4978152.949,port2037,Diliskelesi,Türkiye,TUR,Europe,"Diliskelesi, Türkiye",40.76780434,29.52830648,3492,720,244,1242,107,1177,,,,6.32,2.17,,2993dd3fdd914f6c9878e4fcdf71224a,Turkiye,1415
8944281.238,1494351.868,port2038,Kattupalli,India,IND,Asia & Pacific,"Kattupalli, India",13.30283606,80.34784542,372,274,32,56,1,8,,,,0.45,0.88,,23b346c692f1458ea08d967862280200,India,1416
8086944.318,2402224.636,port2039,Hazira,India,IND,Asia & Pacific,"Hazira, India",21.08674184,72.64625683,1327,228,521,288,0,287,,,,5.49,2.49,,b0ac0ecbec094ef985beb4f8fba111b7,India,1417
14212108.83,3027923.209,port2040,Naha,Japan,JPN,Asia & Pacific,"Naha, Japan",26.23264127,127.6695459,1403,314,50,567,411,60,,,,0.08,0.07,,34615738b1994e209cc625bd1d8edcb1,Japan,1418
15386575.83,4113042.648,port2041,Omaezaki,Japan,JPN,Asia & Pacific,"Omaezaki, Japan",34.62504768,138.2199624,331,64,7,159,81,18,,,,0.03,0.16,,e09f2c9318954f4aaa6b0bdd0012f253,Japan,1419
12093644.24,1743872.202,port2042,Chu Lai,Vietnam,VNM,Asia & Pacific,"Chu Lai, Vietnam",15.47386148,108.6390546,119,66,18,23,0,10,,,,0.11,0.24,,f715580a07db4fddbad567f2ff9537e1,Vietnam,1420
3238083.347,4926159.319,port2043,Borusan,Türkiye,TUR,Europe,"Borusan, Türkiye",40.4131248,29.08819762,1969,688,114,968,185,13,,,,1.88,1.77,,8548ddadf74041bd8b1105eb3073a34b,Turkiye,1421
3318475.758,3651328.564,port2044,El Dekheila,Egypt,EGY,Africa,"El Dekheila, Egypt",31.14295533,29.81037493,1901,840,581,275,50,154,,,,31.24,8.27,,bf1b7efa38c54857ba0b4a4433b17439,Egypt,1422
-4877837.935,-2624317.299,port2045,Porto de Itaguai,Brazil,BRA,South America,"Porto de Itaguai, Brazil",-22.93630234,-43.81836371,882,222,620,32,0,6,,,,4.27,11.33,,d5f48b6c0ade48a69927d9ef9bbb8505,Brazil,1423
-5425103.542,-171209.5154,port2046,Vila Do Conde,Brazil,BRA,South America,"Vila Do Conde, Brazil",-1.537816575,-48.7345343,1026,172,653,118,3,80,,,,2.65,4.13,,081c2b141efb467ebb762d084710934f,Brazil,1424
1146421.552,4413306.389,port2047,Rades,Tunisia,TUN,Africa,"Rades, Tunisia",36.81467595,10.29848002,676,58,84,385,43,104,,,,19.66,10.04,,49a9062b9f1240eca97cfaab3742d020,Tunisia,1425
-9171582.136,1038316.446,port2048,Almirante,Panama,PAN,North America,"Almirante, Panama",9.286427927,-82.38972412,100,100,0,0,0,0,,,,0.29,1.03,,3ceaf85f2fe6410797228037b7db5da5,Panama,1426
3191860.733,5007298.177,port2049,Ambarli,Türkiye,TUR,Europe,"Ambarli, Türkiye",40.96579795,28.67297281,3337,2445,41,741,0,108,,,,5.18,3.76,,3c54938a247c4a559fd954a0d0ddfdb2,Turkiye,1427
-4933064.699,-2633572.747,port2050,Angra Dos Reis,Brazil,BRA,South America,"Angra Dos Reis, Brazil",-23.01285038,-44.31447416,3,0,0,3,0,0,,,,0,0,,fb19cbfd9c7f498f92c08f4921af3ad5,Brazil,1428
11952532.34,2397868.455,port2051,Cam Pha,Vietnam,VNM,Asia & Pacific,"Cam Pha, Vietnam",21.05022553,107.3714249,104,0,43,60,0,0,,,,0.04,0.92,,f035fa7d67f04ab5bcc1e6a6f29c0630,Vietnam,1429
16179117.22,-1686095.318,port2052,Cape Flattery,Australia,AUS,Asia & Pacific,"Cape Flattery, Australia",-14.97305758,145.3394828,55,0,55,0,0,0,,,,0,0.21,,8767d5f4da484ebc9bbe6859a72524d6,Australia,1430
-9747412.364,5113497.46,port2053,Chicago,United States,USA,North America,"Chicago, United States",41.68223137,-87.56249507,84,0,78,3,0,2,,,,0.08,0.01,,10674467672f46b2affebcc70d81cb43,United States,1431
-7940576.726,-3497130.779,port2054,Coquimbo,Chile,CHL,South America,"Coquimbo, Chile",-29.95004944,-71.33141438,52,1,33,13,3,0,,,,0.22,0.62,,2e86a51e6fc04efdadbf7a8d869a6e56,Chile,1432
13646664.12,1199074.907,port2055,Iloilo,Philippines,PHL,Asia & Pacific,"Iloilo, Philippines",10.70857851,122.5900696,472,48,94,214,6,109,,,,1.49,1.27,,fc5fc573e7564f87ad93a6c0ce88f791,Philippines,1433
15677350.97,-1978042.736,port2056,Karumba,Australia,AUS,Asia & Pacific,"Karumba, Australia",-17.4908861,140.8320399,3,0,2,1,0,0,,,,0,0,,e6e2f8ccb57544798eb1bc701c36547b,Australia,1434
14560034.1,4021008.359,port2057,Hibikinada,Japan,JPN,Asia & Pacific,"Hibikinada, Japan",33.94193784,130.7950117,2693,183,544,1493,14,456,,,,0.77,0.73,,a41a3037cafd403c9ff26a2484069de1,Japan,1435
16377978.76,-5076179.682,port2058,Launceston,Australia,AUS,Asia & Pacific,"Launceston, Australia",-41.43137884,147.1258864,0,0,0,0,0,0,,,,0,0,,3d259e80004644679b639dbd7f13113b,Australia,1436
-326221.8779,4202933.207,port2059,Melilla,Spain,ESP,Europe,"Melilla, Spain",35.28686205,-2.930500989,68,12,3,17,0,36,,,,0.06,0.02,,e0f3e5ceddbe43c2a9cfea8e53658e2d,Spain,1437
5633880.58,3022822.879,port2060,Mina Salman,Bahrain,BHR,Asia & Pacific,"Mina Salman, Bahrain",26.19153582,50.61001034,117,0,4,109,0,3,,,,3.49,0.15,,b2babdc1b1bb4a5898a05172e1e1666a,Bahrain,1438
16266242.9,-1990786.863,port2061,Mourilyan,Australia,AUS,Asia & Pacific,"Mourilyan, Australia",-17.60004257,146.1221461,25,0,15,0,0,9,,,,0,0.04,,2ee730c526f34c929992f1448b899031,Australia,1439
-13795400.31,6302347.074,port2062,Nanaimo,Canada,CAN,North America,"Nanaimo, Canada",49.16172292,-123.9261895,35,0,17,7,10,0,,,,0.05,0.29,,f0593a2bbdd8480ea3794b7bff9491de,Canada,1440
2860289.173,-4002909.675,port2063,Ngqura,South Africa,ZAF,Africa,"Ngqura, South Africa",-33.80695138,25.69441481,622,366,116,20,0,119,,,,7.46,3.9,,79b0544fe41146418dbc288329e1bb1f,South Africa,1441
946780.752,7075638.113,port2064,Nordenham,Germany,DEU,Europe,"Nordenham, Germany",53.49793119,8.505076202,1285,64,108,859,2,250,,,,4.16,1.44,,d1b1d51f3baa4c4686a463ca27cafd3b,Germany,1442
788870.0313,526327.222,port2065,Okrika,Nigeria,NGA,Africa,"Okrika, Nigeria",4.722720915,7.086540063,20,0,0,0,0,20,,,,0.4,0.28,,5c354b77aa09432d95baa7d65bfe6892,Nigeria,1443
-8495906.143,4430252.992,port2066,Port of Virginia,United States,USA,North America,"Port of Virginia, United States",36.936454,-76.3200234,1665,1334,167,50,36,76,,,,1.47,1.49,,3c8d789588394925832287d899684e00,United States,1444
5361931.699,3380671.7,port2067,Shuaiba,Kuwait,KWT,Asia & Pacific,"Shuaiba, Kuwait",29.03947831,48.16705198,1487,299,518,316,31,322,,,,76.57,25.64,,04c101a912b44f4e8b06b4bd9a292b3d,Kuwait,1445
1459044.658,7228204.924,port2068,Stralsund,Germany,DEU,Europe,"Stralsund, Germany",54.30537924,13.10682116,197,10,0,185,0,1,,,,0.16,0.5,,9c29d82826ab4a439f06f7eea12ec384,Germany,1446
-142803.4052,8501613.187,port2069,Sullom Voe,United Kingdom,GBR,Europe,"Sullom Voe, United Kingdom",60.45442567,-1.282824815,36,0,0,0,0,36,,,,0,3.01,,98b9af5730ec4564ac43c122feb4ae08,United Kingdom,1447
1302707.035,7969782.689,port2070,Wallhamn,Sweden,SWE,Europe,"Wallhamn, Sweden",58.01173306,11.7024164,142,11,19,8,102,0,,,,0.41,0.97,,67c204d523eb42b089e3d3e108419555,Sweden,1448
3306911.008,5695216.32,port2071,Ust-Danube,Ukraine,UKR,Europe,"Ust-Danube, Ukraine",45.46620092,29.70648702,0,0,0,0,0,0,,,,0,0,,8215d4d78c764407829f839143dc70cc,Ukraine,1449
3663691.71,5797330.955,port2072,Port of Skadovsk,Ukraine,UKR,Europe,"Port of Skadovsk, Ukraine",46.10586833,32.91150259,2,0,0,2,0,0,,,,0.01,0,,0688d8a007a74912a67ecc06b6d7e8f1,Ukraine,1450
4736567.81,-41567.13427,port2073,Kismayo,Somalia,SOM,Africa,"Kismayo, Somalia",-0.373401277,42.54931258,66,17,6,36,0,6,,,,3.1,31.25,,a7508b1a0d53456f9b71624c3d6c515c,Somalia,1451
4735868.593,1906830.975,port2074,Jazan,Saudi Arabia,SAU,Asia & Pacific,"Jazan, Saudi Arabia",16.87974366,42.54303141,16,0,12,4,0,0,,,,0.07,0.09,,1d94778ddb2f4867b2d875c67d571b4b,Saudi Arabia,1452
-330517.5168,8178654.416,port2075,Orkney,United Kingdom,GBR,Europe,"Orkney, United Kingdom",58.99198351,-2.96908937,73,0,0,71,0,0,,,,0.01,0,,c9eebd96c9ed42fcb44a1d9f271d971c,United Kingdom,1453
